plant_id,ghgrp_id,plant_name,lat,lon,address,owner,state,plant_age_years,municipality,category_steel_product,steel_products,subregion,subregion_name,region,week_end_date,utilization,co2e_tonnes_per_mwh,estimated_emissions_intensity_tonne_per_tonne_scope2,max_tonnes_of_steel_producible_annually,max_tonnes_of_steel_producible_weekly,scope2_co2e_tonnes_per_week,scope1_tonnes_of_co2e_per_week,total_weekly_co2e_tonnes
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-03-27T00:00:00Z,0.88,0.571,0.405,943000,18134.615,6464.957,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-04-03T00:00:00Z,0.917,0.571,0.405,943000,18134.615,6737.357,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-04-10T00:00:00Z,0.915,0.571,0.405,943000,18134.615,6719.197,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-04-17T00:00:00Z,0.923,0.571,0.405,943000,18134.615,6782.757,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-04-24T00:00:00Z,0.92,0.571,0.405,943000,18134.615,6755.517,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-05-01T00:00:00Z,0.934,0.571,0.405,943000,18134.615,6864.477,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-05-08T00:00:00Z,0.931,0.571,0.405,943000,18134.615,6837.237,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-05-15T00:00:00Z,0.948,0.571,0.405,943000,18134.615,6964.357,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-05-22T00:00:00Z,0.942,0.571,0.405,943000,18134.615,6918.957,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-05-29T00:00:00Z,0.98,0.571,0.405,943000,18134.615,7200.437,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-06-05T00:00:00Z,0.973,0.571,0.405,943000,18134.615,7145.957,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-06-12T00:00:00Z,0.981,0.571,0.405,943000,18134.615,7209.517,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-06-19T00:00:00Z,0.968,0.571,0.405,943000,18134.615,7109.637,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-06-26T00:00:00Z,0.97,0.571,0.405,943000,18134.615,7127.797,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-07-03T00:00:00Z,0.954,0.571,0.405,943000,18134.615,7009.757,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-07-10T00:00:00Z,0.994,0.571,0.405,943000,18134.615,7300.317,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-07-17T00:00:00Z,0.992,0.571,0.405,943000,18134.615,7291.237,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-07-24T00:00:00Z,0.991,0.571,0.405,943000,18134.615,7282.157,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-07-31T00:00:00Z,1.007,0.571,0.405,943000,18134.615,7400.197,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-08-07T00:00:00Z,0.991,0.571,0.405,943000,18134.615,7282.157,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-08-14T00:00:00Z,0.987,0.571,0.405,943000,18134.615,7254.917,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-08-21T00:00:00Z,1.007,0.571,0.405,943000,18134.615,7400.197,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-08-28T00:00:00Z,1.002,0.571,0.405,943000,18134.615,7363.877,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-09-04T00:00:00Z,0.953,0.571,0.405,943000,18134.615,7000.677,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-09-11T00:00:00Z,0.971,0.571,0.405,943000,18134.615,7136.877,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-09-18T00:00:00Z,0.959,0.571,0.405,943000,18134.615,7046.077,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-09-25T00:00:00Z,0.971,0.571,0.405,943000,18134.615,7136.877,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-10-02T00:00:00Z,0.957,0.571,0.405,943000,18134.615,7027.917,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-10-09T00:00:00Z,0.949,0.571,0.405,943000,18134.615,6973.437,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-10-16T00:00:00Z,0.974,0.571,0.405,943000,18134.615,7155.037,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-10-23T00:00:00Z,0.966,0.571,0.405,943000,18134.615,7100.557,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-10-30T00:00:00Z,0.965,0.571,0.405,943000,18134.615,7091.477,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-11-06T00:00:00Z,0.959,0.571,0.405,943000,18134.615,7046.077,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-11-13T00:00:00Z,0.966,0.571,0.405,943000,18134.615,7100.557,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-11-20T00:00:00Z,0.973,0.571,0.405,943000,18134.615,7145.957,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-11-27T00:00:00Z,0.949,0.571,0.405,943000,18134.615,6973.437,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-12-04T00:00:00Z,0.924,0.571,0.405,943000,18134.615,6791.837,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-12-11T00:00:00Z,0.92,0.571,0.405,943000,18134.615,6755.517,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-12-18T00:00:00Z,0.921,0.571,0.405,943000,18134.615,6764.597,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2021-12-25T00:00:00Z,0.887,0.571,0.405,943000,18134.615,6519.437,NA,NA
SUS00012,NA,CMC Steel Texas plant,29.577459, -98.032017,"1 Steel Mill Dr., Seguin, Texas 78155, United States",Commercial Metals Co,Texas,41.0,Seguin,finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,Southern,2022-01-01T00:00:00Z,0.874,0.571,0.405,943000,18134.615,6419.557,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-01-30T00:00:00Z,NA,0.84,0.596,1100000,21153.846,NA,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-02-06T00:00:00Z,0.791,0.84,0.596,1100000,21153.846,9970.717,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-02-13T00:00:00Z,0.859,0.84,0.596,1100000,21153.846,10837.736,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-02-20T00:00:00Z,0.825,0.84,0.596,1100000,21153.846,10404.226,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-02-27T00:00:00Z,0.848,0.84,0.596,1100000,21153.846,10693.233,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-03-06T00:00:00Z,0.802,0.84,0.596,1100000,21153.846,10115.22,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-03-13T00:00:00Z,0.722,0.84,0.596,1100000,21153.846,9103.698,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-03-20T00:00:00Z,0.699,0.84,0.596,1100000,21153.846,8814.692,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-03-27T00:00:00Z,0.871,0.84,0.596,1100000,21153.846,10982.239,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-04-03T00:00:00Z,0.814,0.84,0.596,1100000,21153.846,10259.723,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-04-10T00:00:00Z,0.791,0.84,0.596,1100000,21153.846,9970.717,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-04-17T00:00:00Z,0.836,0.84,0.596,1100000,21153.846,10548.729,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-04-24T00:00:00Z,0.814,0.84,0.596,1100000,21153.846,10259.723,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-05-01T00:00:00Z,0.814,0.84,0.596,1100000,21153.846,10259.723,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-05-08T00:00:00Z,0.871,0.84,0.596,1100000,21153.846,10982.239,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-05-15T00:00:00Z,0.894,0.84,0.596,1100000,21153.846,11271.245,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-05-22T00:00:00Z,0.917,0.84,0.596,1100000,21153.846,11560.251,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-05-29T00:00:00Z,0.848,0.84,0.596,1100000,21153.846,10693.233,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-06-05T00:00:00Z,0.859,0.84,0.596,1100000,21153.846,10837.736,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-06-12T00:00:00Z,0.848,0.84,0.596,1100000,21153.846,10693.233,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-06-19T00:00:00Z,0.882,0.84,0.596,1100000,21153.846,11126.742,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-06-26T00:00:00Z,0.836,0.84,0.596,1100000,21153.846,10548.729,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-07-03T00:00:00Z,0.871,0.84,0.596,1100000,21153.846,10982.239,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-07-10T00:00:00Z,0.871,0.84,0.596,1100000,21153.846,10982.239,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-07-17T00:00:00Z,0.905,0.84,0.596,1100000,21153.846,11415.748,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-07-24T00:00:00Z,0.859,0.84,0.596,1100000,21153.846,10837.736,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-07-31T00:00:00Z,0.848,0.84,0.596,1100000,21153.846,10693.233,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-08-07T00:00:00Z,0.859,0.84,0.596,1100000,21153.846,10837.736,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-08-14T00:00:00Z,0.836,0.84,0.596,1100000,21153.846,10548.729,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-08-21T00:00:00Z,0.871,0.84,0.596,1100000,21153.846,10982.239,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-08-28T00:00:00Z,0.848,0.84,0.596,1100000,21153.846,10693.233,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-09-04T00:00:00Z,0.859,0.84,0.596,1100000,21153.846,10837.736,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-09-11T00:00:00Z,0.917,0.84,0.596,1100000,21153.846,11560.251,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-09-18T00:00:00Z,0.871,0.84,0.596,1100000,21153.846,10982.239,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-09-25T00:00:00Z,0.802,0.84,0.596,1100000,21153.846,10115.22,NA,NA
SUS00013,NA,Evraz Pueblo steel plant,38.225770, -104.607895,"2100 South Freeway, Pueblo, Colorado 81004, United States",Evraz North America PLC,Colorado,142.0,Pueblo,finished rolled,"rail, wire rod, coiled reinforcing bar, seamless pipe",RMPA,WECC Rockies,Western,2021-10-02T00:00:00Z,0.871,0.84,0.596,1100000,21153.846,10982.239,NA,NA
